394(362|{-0.873002,-0.207574,0.115602},21|{-0.831492,-0.344415,1})      392(21|{-0.831492,-0.344415,1},362|{-0.873002,-0.207574,0.115602})
410(23|{-0.882707,-0.175581,1},22|{-0.980785,-0.19509,1})       415(22|{-0.980785,-0.19509,1},23|{-0.882707,-0.175581,1})
411(44|{-1,0,1},22|{-0.980785,-0.19509,1})      360(22|{-0.980785,-0.19509,1},44|{-1,0,1})
414(45|{-0.9,0,1},22|{-0.980785,-0.19509,1})    412(22|{-0.980785,-0.19509,1},45|{-0.9,0,1})
362(153|{-0.991791,-0.083349,0.145535},22|{-0.980785,-0.19509,1})       367(22|{-0.980785,-0.19509,1},153|{-0.991791,-0.083349,0.145535})
364(169|{-0.980785,-0.19509,0.122974},22|{-0.980785,-0.19509,1})        123(22|{-0.980785,-0.19509,1},169|{-0.980785,-0.19509,0.122974})
366(389|{-0.988747,-0.114254,0.139295},22|{-0.980785,-0.19509,1})       365(22|{-0.980785,-0.19509,1},389|{-0.988747,-0.114254,0.139295})
125(390|{-0.968636,-0.235142,0.116725},22|{-0.980785,-0.19509,1})       127(22|{-0.980785,-0.19509,1},390|{-0.968636,-0.235142,0.116725})
370(45|{-0.9,0,1},23|{-0.882707,-0.175581,1})   416(23|{-0.882707,-0.175581,1},45|{-0.9,0,1})
373(171|{-0.9,0,0.184758},23|{-0.882707,-0.175581,1})   371(23|{-0.882707,-0.175581,1},171|{-0.9,0,0.184758})
177(173|{-0.890028,-0.10125,0.153307},23|{-0.882707,-0.175581,1})       375(23|{-0.882707,-0.175581,1},173|{-0.890028,-0.10125,0.153307})
387(175|{-0.882707,-0.175581,0.145983},23|{-0.882707,-0.175581,1})      178(23|{-0.882707,-0.175581,1},175|{-0.882707,-0.175581,0.145983})
381(392|{-0.896178,-0.0388002,0.176924},23|{-0.882707,-0.175581,1})     374(23|{-0.882707,-0.175581,1},392|{-0.896178,-0.0388002,0.176924})
377(406|{-0.894498,-0.0558644,0.157779},23|{-0.882707,-0.175581,1})     378(23|{-0.882707,-0.175581,1},406|{-0.894498,-0.0558644,0.157779})
380(407|{-0.894725,-0.0535611,0.160363},23|{-0.882707,-0.175581,1})     382(23|{-0.882707,-0.175581,1},407|{-0.894725,-0.0535611,0.160363})
433(26|{-0.19509,-0.980785,1},24|{-0.382683,-0.92388,1})        469(24|{-0.382683,-0.92388,1},26|{-0.19509,-0.980785,1})
440(178|{-0.19509,-0.980785,-0.128526},24|{-0.382683,-0.92388,1})       442(24|{-0.382683,-0.92388,1},178|{-0.19509,-0.980785,-0.128526})
436(179|{-0.19509,-0.980785,0.122974},24|{-0.382683,-0.92388,1})        434(24|{-0.382683,-0.92388,1},179|{-0.19509,-0.980785,0.122974})
